,A5X5Y0,A8K7I4,A8MPY1,O00305,O00555,O00591,O14649,O14764,O15399,O15547,O15554,O43497,O43525,O43526,O60359,O60391,O60741,O60840,O75311,O75762,O94759,O95069,O95180,O95259,O95264,P02708,P04839,P07510,P11230,P13569,P14867,P16389,P17658,P17787,P18505,P18507,P21817,P22001,P22459,P22460,P23415,P23416,P24046,P28472,P28476,P29973,P30532,P30926,P31644,P32297,P34903,P35498,P35499,P36544,P37088,P39086,P42261,P42262,P42263,P43681,P46098,P47869,P47870,P48048,P48050,P48051,P48058,P48167,P48169,P48544,P48547,P48549,P51168,P51170,P51575,P51787,P51788,P51790,P54284,P54289,P56373,P56696,P57789,P62955,P63252,P78334,P78348,P78508,Q00975,Q01118,Q01668,Q02641,Q03721,Q04844,Q05586,Q05901,Q06432,Q07001,Q08289,Q09470,Q12791,Q12809,Q12879,Q13002,Q13003,Q13224,Q13507,Q13698,Q13936,Q14003,Q14524,Q14571,Q14573,Q14643,Q14654,Q14721,Q14722,Q14957,Q14CN2,Q15413,Q15822,Q15825,Q15858,Q16099,Q16322,Q16445,Q16478,Q16558,Q401N2,Q5JUK3,Q5XXA6,Q6PIU1,Q6UVM3,Q70Z44,Q7RTX7,Q7Z2W7,Q7Z3S7,Q7Z418,Q86XQ3,Q8IZS8,Q8N1C3,Q8NCM2,Q8NEC5,Q8NER1,Q8NET8,Q8TAE7,Q8TCU5,Q8TD43,Q8TDD5,Q8TDN1,Q8TDN2,Q8WXA8,Q8WXS5,Q92736,Q92806,Q92952,Q92953,Q93086,Q96D31,Q96KK3,Q96L42,Q96P56,Q96PR1,Q96QT4,Q96RD7,Q96RP8,Q99250,Q99571,Q99572,Q99928,Q9BQ31,Q9BXT2,Q9GZZ6,Q9H1D0,Q9H252,Q9H2S1,Q9H3M0,Q9HBA0,Q9NPC2,Q9NR82,Q9NS40,Q9NSA2,Q9NY46,Q9NY47,Q9NZQ8,Q9NZV8,Q9P0X4,Q9P1Z3,Q9UF02,Q9UGI6,Q9UGM1,Q9UHC3,Q9UI33,Q9UIX4,Q9UJ96,Q9UK17,Q9UL51,Q9UL62,Q9ULD8,Q9ULS6,Q9UN88,Q9UQ05,Q9UQC9,Q9UQD0,Q9Y210,Q9Y3Q4,Q9Y5S1,Q9Y5S8,Q9Y5Y9,Q9Y698,Q9Y6N3
Q15858,0.013740177,0.006504196,0.013763807,0.010508377,0.12641167,0.012097642,0.014839563,0.009512069,0.00592137,0.011741601,0.012586216,0.138778948,0.017089871,0.013655629,0.012533164,0.006800742,0.013877081,0.1531664,0.011567211,0.011839542,0.011447137,0.013004258,0.141157016,0.015124544,0.011216326,0.011649219,0.011845312,0.011368072,0.010760197,0.010960726,0.009658169,0.029088216,0.020246934,0.009843358,0.012284819,0.014191953,0.005641665,0.020390899,0.022063959,0.020094014,0.010954651,0.011923737,0.01079802,0.011471429,0.010691641,0.014777861,0.016316979,0.011559544,0.011636426,0.010440316,0.010694668,0.765554794,0.631959261,0.0093908,0.008173707,0.010658675,0.010678939,0.010127264,0.009599372,0.012519167,0.012405574,0.010555709,0.01304858,0.012420811,0.011043897,0.015463664,0.009208943,0.008704613,0.011619128,0.014261152,0.022144263,0.018849119,0.010879931,0.010186945,0.009615299,0.020172145,0.0095102,0.011649456,0.01110352,0.008082491,0.013059731,0.017313258,0.013045789,0.014942618,0.012397469,0.011406029,0.008533198,0.011654422,0.129094178,0.494601214,0.145011201,0.010079401,0.019356943,0.010787698,0.007353452,0.011495428,0.016356485,0.015651334,0.009644221,0.025142578,0.016313271,0.012584822,0.008193214,0.00925139,0.006884037,0.007735037,0.01601419,0.15309382,0.144771055,0.017484761,0.597288652,0.008446789,0.009528228,0.008909073,0.012770344,0.026032559,0.009649918,0.007366201,0.006624909,0.009087746,0.011169779,0.010412847,1,0.009985504,0.024251337,0.011188422,0.010386149,0.010145143,0.010544699,0.008965698,0.012161709,0.027427905,0.012272028,0.008519642,0.048852243,0.012207089,0.009437512,0.010940952,0.043776333,0.006924571,0.016814959,0.014848109,0.034084087,0.01617636,0.01940996,0.020877348,0.009578487,0.00968941,0.016960332,0.019375855,0.02631382,0.014209609,0.010025967,0.006552356,0.015347602,0.013235487,0.022940963,0.010432022,0.014559489,0.021586763,0.012988507,0.04880703,0.020754127,0.010309681,0.015425314,0.028234385,0.778925228,0.012082155,0.011148702,0.012175921,0.026306891,0.010806119,0.010128285,0.010267839,0.01163772,0.013154455,0.024175962,0.015881314,0.012840757,0.016199244,0.01418165,0.02015692,0.760997912,0.007951294,0.013960043,0.022914996,0.146827093,0.013423725,0.014942618,0.013574555,0.011467002,0.008772736,0.454898941,0.016055186,0.017214368,0.022625804,0.010483881,0.01725927,0.009205332,0.02781093,0.010123998,0.010596468,0.009398608,0.696438255,0.017957131,0.014044965,0.014259823,0.015780903,0.53939282,0.013400933,0.014197014
Q16099,0.012242623,0.012727928,0.018763531,0.016600154,0.010020632,0.021679611,0.01739358,0.013513369,0.090455616,0.020609207,0.014610648,0.006154761,0.009439505,0.01116147,0.013105951,0.08119621,0.011106174,0.00718328,0.01217232,0.009240614,0.009291721,0.013816741,0.00717632,0.015500405,0.015664401,0.014761243,0.013557652,0.017822173,0.012003426,0.008400459,0.01213631,0.0111396,0.012249847,0.014136017,0.014227574,0.013587347,0.006533854,0.01225513,0.011290409,0.012991875,0.013278336,0.01523714,0.013815332,0.012639599,0.013488767,0.011144746,0.012859444,0.015355579,0.015558551,0.013755327,0.013962346,0.009927745,0.00769968,0.017981467,0.014672795,0.357364874,0.28726681,0.284178288,0.284419307,0.011251999,0.015411915,0.013847184,0.013404559,0.018150428,0.013657315,0.015409162,0.274004129,0.011528394,0.015361895,0.013101431,0.013532472,0.010966482,0.014302552,0.019905632,0.010893374,0.010133244,0.019287408,0.012088593,0.017639084,0.01030723,0.013020028,0.01307986,0.011995803,0.018846643,0.012866734,0.015288154,0.017182941,0.014001045,0.006401649,0.007698451,0.006983796,0.011808551,0.010851148,0.019818827,0.144086777,0.015494867,0.017926197,0.011442752,0.017130309,0.013995032,0.00827887,0.008718646,0.083653202,0.381274254,0.364156641,0.08758746,0.014684124,0.009465493,0.009890832,0.01310556,0.008431816,0.007170685,0.006992429,0.007581804,0.014703183,0.013063607,0.014315083,0.098704258,0.016470495,0.006259098,0.012594084,0.018109259,0.009985504,1,0.014591664,0.014314824,0.680445901,0.015690133,0.013766556,0.008730723,0.011283822,0.020113599,0.009729819,0.015401746,0.011357312,0.00946094,0.013644759,0.013355429,0.015520796,0.015104162,0.014062608,0.013425797,0.011119603,0.016593444,0.017476923,0.012319294,0.081333667,0.007976713,0.014666389,0.013367203,0.011098925,0.013264145,0.013198407,0.005364476,0.01344323,0.012760242,0.010776549,0.014681768,0.015547598,0.016109527,0.011341625,0.013853727,0.01338181,0.009012167,0.016083138,0.016363738,0.01036074,0.018757996,0.015886504,0.012936651,0.011570766,0.019925162,0.01309068,0.010612373,0.009969095,0.009771245,0.0181264,0.010043497,0.014111047,0.013322815,0.00951022,0.014534717,0.009679399,0.009153189,0.01052292,0.0149695,0.007773264,0.014486186,0.018660042,0.009976535,0.016889976,0.012996348,0.009583376,0.010293216,0.014023308,0.014306553,0.011446587,0.01080669,0.01031328,0.014639633,0.012217683,0.012988233,0.011986419,0.008234583,0.011619971,0.010531204,0.013540422,0.012619119,0.008411406,0.014390435,0.019816656
Q16322,0.017596519,0.016626439,0.016515958,0.01694925,0.017468639,0.020383551,0.039148813,0.018146778,0.011902011,0.016816104,0.045074969,0.025694648,0.062773221,0.067157063,0.02038954,0.009857854,0.02393708,0.024125002,0.022016774,0.013192145,0.021803264,0.038349815,0.022143094,0.02805401,0.017445668,0.018140226,0.013870335,0.019982709,0.020075809,0.011867326,0.019833008,0.574961356,0.529968006,0.015071659,0.023241226,0.015542993,0.007235103,0.534611912,0.496453336,0.514275917,0.022189886,0.025896361,0.01664236,0.021054662,0.016349471,0.025877401,0.018044661,0.013862683,0.016215878,0.018126893,0.015716414,0.02401576,0.024398722,0.014585691,0.026425785,0.013587785,0.015965601,0.018240892,0.016931801,0.01477426,0.02503808,0.016607229,0.020278295,0.030499903,0.027214313,0.029240121,0.018012273,0.022879851,0.016906393,0.027493647,0.268984295,0.021342214,0.011879011,0.015473087,0.025694792,0.076259985,0.016315042,0.015557086,0.015690336,0.012746772,0.022128257,0.071011038,0.033858806,0.028688766,0.031628005,0.014053338,0.013347867,0.030486074,0.019947981,0.020410358,0.025747353,0.018127096,0.241006861,0.015901896,0.014217496,0.016101648,0.023476223,0.023187509,0.013008341,0.580371165,0.031675662,0.02655453,0.010952207,0.015975731,0.018187784,0.012067166,0.024751803,0.028250907,0.022719381,0.215278093,0.025615701,0.00754655,0.00959863,0.010326366,0.021268443,0.212421638,0.014424353,0.009960961,0.013762207,0.008104486,0.01619624,0.01619595,0.024251337,0.014591664,1,0.016241501,0.015970339,0.022461185,0.017217808,0.022516931,0.015220119,0.225100583,0.021672477,0.016795244,0.031772805,0.026101723,0.011942202,0.026529266,0.046700307,0.013650792,0.015014214,0.03103258,0.022896113,0.015430335,0.015032261,0.233289097,0.014827281,0.017032982,0.015998395,0.194353808,0.189176495,0.021609406,0.02141181,0.006820672,0.028968111,0.035032418,0.21457124,0.016863486,0.023550303,0.229129029,0.026634313,0.037093064,0.244313637,0.011683874,0.020203094,0.545070586,0.022908516,0.02295991,0.01277794,0.01522146,0.239973214,0.018146749,0.016172827,0.019014802,0.035016869,0.040597164,0.231406586,0.0160847,0.034558703,0.06007057,0.028449714,0.242107376,0.023706448,0.009703465,0.015067627,0.233849841,0.021879001,0.028451481,0.02535882,0.031954919,0.026276524,0.015655788,0.029825306,0.207800492,0.195874145,0.231671953,0.025055755,0.023272526,0.021364533,0.262614835,0.018280858,0.025945443,0.011476298,0.022415926,0.023086887,0.025727436,0.014286012,0.013964046,0.027038021,0.018326004,0.014909157
Q16445,0.068813174,0.020782272,0.262461806,0.014987536,0.009223313,0.280530974,0.028074583,0.28391539,0.010929254,0.018893393,0.026108799,0.010998377,0.020777238,0.01686564,0.039707642,0.016318039,0.016933273,0.009142612,0.31080136,0.013594537,0.012840309,0.025433392,0.010730589,0.017688488,0.078998018,0.075561784,0.015276881,0.076096169,0.083000028,0.011760972,0.55474702,0.024136193,0.013529464,0.072367008,0.292829774,0.426133939,0.005964145,0.017099283,0.013616317,0.014738922,0.308199549,0.313048361,0.272283279,0.293333552,0.28092207,0.014161145,0.06992962,0.094908768,0.559432578,0.0739332,0.549726454,0.011528203,0.008175714,0.058138125,0.015388191,0.01159398,0.013193211,0.016917115,0.010417566,0.071794159,0.085883229,0.55477832,0.275344699,0.020512264,0.019465519,0.030586927,0.015200125,0.25026645,0.631357001,0.016890108,0.018725911,0.022242065,0.017156743,0.016418669,0.018549165,0.016496636,0.012604408,0.015721716,0.014182647,0.013255231,0.024609418,0.013731321,0.021792372,0.018482629,0.023972027,0.336815935,0.020954329,0.020628425,0.00913819,0.013192486,0.010269524,0.015535855,0.017759384,0.060785919,0.015677969,0.080365798,0.020108789,0.085520587,0.015926884,0.016308202,0.011930767,0.010450741,0.015730127,0.013201581,0.016627059,0.013852257,0.014940838,0.010967327,0.009028417,0.015881299,0.01016775,0.009139257,0.008868162,0.007506267,0.022107612,0.02243201,0.01730226,0.012352529,0.015646323,0.006272008,0.083612861,0.089525546,0.011188422,0.014314824,0.016241501,1,0.012745942,0.022527858,0.050353936,0.013231055,0.014435172,0.014241888,0.013771407,0.033127257,0.01675254,0.011348948,0.010937943,0.017851541,0.023977853,0.0195411,0.422088038,0.013372923,0.018419986,0.015905496,0.018045467,0.022052108,0.013043928,0.01174803,0.016213109,0.015497131,0.017513996,0.077707182,0.016166379,0.009030854,0.024135331,0.020909981,0.020780089,0.016584718,0.025770417,0.016958072,0.017066409,0.02817128,0.021618433,0.012189524,0.020995718,0.016452841,0.011445246,0.019809187,0.018078424,0.413109889,0.015432625,0.032092871,0.070975213,0.01545805,0.01195851,0.017079429,0.01827902,0.014629422,0.021488524,0.013733546,0.011892367,0.019570166,0.011056109,0.012672563,0.010306592,0.020543242,0.007897266,0.017205163,0.016851809,0.01536705,0.075036244,0.016612535,0.011934589,0.016192618,0.014951312,0.022428433,0.012467326,0.013286061,0.013793284,0.014699194,0.221920552,0.012000695,0.019073397,0.009453329,0.013956299,0.012999846,0.014181047,0.019506463,0.011843704,0.03308334,0.018595764
Q16478,0.012996496,0.009567384,0.016333168,0.017684771,0.008351364,0.015460277,0.016159528,0.017332136,0.101846436,0.01886377,0.019715191,0.008367976,0.01279208,0.010653791,0.013862023,0.088488157,0.013276993,0.009335739,0.012779865,0.010170754,0.008189794,0.015356553,0.010831314,0.011160344,0.013188025,0.013243006,0.012175287,0.013894916,0.012586447,0.008006272,0.015042707,0.013669233,0.014015478,0.013200516,0.012555968,0.015858833,0.006349285,0.013942804,0.013723374,0.016103163,0.012737235,0.013669956,0.012580766,0.011969929,0.014513558,0.010933384,0.013176254,0.013168727,0.01257064,0.01200281,0.013844833,0.009568827,0.007777584,0.017965205,0.015480458,0.366904344,0.286584073,0.280541521,0.291583963,0.012248772,0.017385257,0.012429843,0.010443511,0.018463124,0.014852922,0.013781484,0.276615609,0.014599095,0.016020496,0.015081697,0.013150206,0.018031873,0.010606837,0.019024673,0.012323056,0.013239663,0.014059516,0.017124072,0.012733176,0.012246161,0.012603055,0.018461481,0.012295791,0.017947902,0.016912353,0.017325123,0.016245842,0.014840669,0.010346866,0.009654332,0.011343839,0.014982696,0.010759821,0.013562664,0.14670017,0.016800386,0.020022778,0.013777826,0.017227072,0.017346555,0.011615132,0.012337515,0.084547392,0.388584129,0.37594775,0.07860902,0.016059416,0.007821523,0.008238373,0.015943763,0.010074139,0.008354642,0.006096767,0.006578243,0.016147116,0.008319829,0.015553659,0.09345231,0.014404509,0.005766247,0.012619541,0.012243303,0.010386149,0.680445901,0.015970339,0.012745942,1,0.012668721,0.016380829,0.010493627,0.010215909,0.012880704,0.012651529,0.010990216,0.012259599,0.008277629,0.013802333,0.015424228,0.021452959,0.008372258,0.015634463,0.016249447,0.01135031,0.010296886,0.014697451,0.012509962,0.081473014,0.009052072,0.014153408,0.012172683,0.01375689,0.013297042,0.026025927,0.006496555,0.013020085,0.020560875,0.008752219,0.011884245,0.016479966,0.015302768,0.011896775,0.011016905,0.011459749,0.010071087,0.01459372,0.018667096,0.011169888,0.018135118,0.011199254,0.012686807,0.010091046,0.016527878,0.016009288,0.011519976,0.012598773,0.012143554,0.011752126,0.011930012,0.011925241,0.011279893,0.009874998,0.013322374,0.010150332,0.009705192,0.009534841,0.014598163,0.010039625,0.019226016,0.016282633,0.011143353,0.018143475,0.015911457,0.009865418,0.013608779,0.014908756,0.015388359,0.0148269,0.01209207,0.012178807,0.011838634,0.011509112,0.012110028,0.009987846,0.00885725,0.01374575,0.013274452,0.01342646,0.013662057,0.00980022,0.013237803,0.017193637
Q16558,0.022857291,0.02087797,0.025291886,0.020238651,0.011267621,0.02323312,0.026969171,0.026264955,0.012671429,0.021260821,0.025250493,0.010920462,0.018989022,0.014455735,0.030856399,0.017335477,0.016008131,0.013873514,0.029767904,0.014458051,0.013490709,0.022398505,0.011781818,0.026922419,0.022791236,0.026395129,0.021727166,0.023414827,0.025904555,0.014583664,0.0216368,0.023965208,0.017451315,0.026688242,0.020670695,0.02214483,0.008275761,0.022490534,0.021437033,0.019266306,0.025485536,0.02692174,0.023002178,0.022537852,0.023734876,0.02915049,0.024591288,0.025664463,0.028658026,0.023981503,0.023094096,0.014896926,0.015119159,0.037451324,0.017841141,0.019387665,0.015873971,0.018475623,0.017839249,0.023783293,0.026863333,0.020525289,0.020483876,0.022383074,0.02232041,0.024312085,0.019167812,0.026078396,0.020128276,0.020532423,0.020870704,0.021719465,0.019342381,0.022246252,0.026406185,0.017853166,0.017011236,0.022918818,0.024286649,0.024491302,0.020094236,0.017383408,0.019883559,0.030864213,0.024077601,0.019526655,0.022329547,0.024819964,0.011447028,0.014676865,0.012041987,0.018163708,0.016896169,0.026516695,0.018837822,0.022981231,0.040989233,0.025880996,0.017922595,0.02002003,0.014961242,0.014615752,0.016932611,0.016344449,0.017996712,0.013396875,0.01448009,0.012181303,0.012969854,0.013538863,0.012203916,0.014024247,0.013204045,0.018932565,0.026149958,0.015430578,0.019061844,0.014655953,0.015548932,0.00912833,0.025779418,0.023305113,0.010145143,0.015690133,0.022461185,0.022527858,0.012668721,1,0.025642178,0.017937722,0.017545237,0.019668839,0.015182437,0.024773523,0.030205581,0.015549135,0.014328096,0.027393301,0.018922713,0.016565659,0.019684901,0.029788306,0.019980844,0.021057091,0.018790241,0.020568863,0.022698544,0.016442597,0.016976339,0.021341424,0.023036003,0.035512008,0.019778881,0.007666073,0.025505798,0.019608414,0.014681865,0.018752155,0.023567142,0.023299007,0.016551139,0.027286393,0.015227235,0.014708127,0.028826686,0.021362835,0.012589265,0.030047926,0.026076968,0.019700763,0.030536619,0.022268078,0.020481941,0.027465813,0.014855092,0.018345943,0.019634489,0.020110508,0.029748531,0.017867267,0.014438699,0.01610729,0.015564833,0.017217926,0.017234872,0.018250582,0.011242374,0.014446065,0.028778793,0.018454566,0.022965797,0.018377982,0.011609579,0.024540912,0.024881716,0.015988801,0.01728722,0.018614714,0.016555491,0.023191386,0.020208378,0.016248654,0.01846151,0.0112306,0.017315087,0.016956093,0.017258649,0.024176483,0.014414051,0.03139003,0.028961217
Q401N2,0.132036823,0.011742548,0.062047839,0.015903965,0.009846046,0.061607359,0.018643423,0.073039612,0.011572102,0.019345188,0.020218338,0.012001241,0.012478614,0.014638296,0.015459674,0.01402091,0.012349243,0.012233437,0.059632379,0.015222629,0.010175474,0.023854291,0.010365069,0.014005267,0.115635276,0.071621787,0.016582981,0.062255205,0.075131014,0.012315897,0.049805907,0.019752752,0.030799637,0.066989212,0.061416116,0.059800975,0.007175744,0.019283481,0.017036469,0.023437359,0.062302763,0.063084706,0.062788939,0.057838846,0.068509969,0.01519101,0.075844481,0.064147813,0.045925801,0.084555338,0.042594491,0.010060121,0.011634824,0.090386902,0.019158066,0.012607988,0.014286704,0.013246595,0.012332031,0.063428703,0.131776013,0.048468481,0.054037007,0.017661422,0.017023977,0.017973742,0.014183753,0.049999744,0.044844049,0.016308833,0.018370975,0.015033622,0.020166211,0.02121734,0.020828554,0.016729481,0.013199129,0.013170819,0.02044818,0.012605906,0.01867776,0.020849861,0.016447291,0.021631731,0.016659339,0.059548127,0.022552559,0.019392479,0.011131707,0.011512463,0.010855532,0.017624634,0.016737603,0.068550483,0.012235842,0.086808386,0.024514812,0.062751367,0.016493057,0.015583385,0.01343409,0.019255626,0.012046929,0.011782227,0.013214149,0.017553306,0.024539204,0.011812943,0.013075249,0.01915043,0.011280026,0.011119987,0.015355062,0.010209537,0.029903026,0.01409426,0.017654063,0.014402264,0.021377967,0.008531556,0.064910218,0.085379178,0.010544699,0.013766556,0.017217808,0.050353936,0.016380829,0.025642178,1,0.015873112,0.011524289,0.021944697,0.015821308,0.062793873,0.030919512,0.015279984,0.014108018,0.021330153,0.022478726,0.014452973,0.063700531,0.013702746,0.017958825,0.013226804,0.013835243,0.019696635,0.017461485,0.016493253,0.02257089,0.014563896,0.01672803,0.13162083,0.018301803,0.007914337,0.025274124,0.021693843,0.011741314,0.016910212,0.023987874,0.025604869,0.013868411,0.019876226,0.014659336,0.012000972,0.024532163,0.028494356,0.01018218,0.01812107,0.011169544,0.059415,0.020838917,0.020456513,0.096288512,0.011586783,0.01729333,0.015103141,0.017014658,0.012606829,0.015898457,0.014850508,0.011221828,0.019375727,0.010728031,0.01230286,0.015359119,0.018115829,0.011757189,0.013767681,0.018216194,0.015742294,0.081797084,0.013957557,0.012162947,0.018840716,0.022492823,0.013685157,0.021549571,0.013308035,0.018019374,0.02081274,0.067462509,0.013306163,0.019819708,0.010857375,0.015703145,0.019058516,0.015874309,0.0147309,0.013685554,0.015074251,0.020054469
Q5JUK3,0.012539726,0.008214378,0.017508759,0.012788804,0.008217664,0.016714982,0.027285285,0.011108913,0.008211474,0.011280089,0.020001934,0.007030841,0.023612609,0.01660403,0.01598225,0.009009921,0.020903233,0.009813024,0.014734575,0.009020303,0.008730068,0.023633868,0.007148759,0.017017539,0.015724998,0.010261457,0.011023056,0.012203568,0.012861427,0.012838555,0.011689407,0.022164375,0.021782334,0.013759162,0.012887402,0.011326667,0.006129082,0.019399374,0.021139232,0.018566178,0.011423407,0.013017022,0.015992717,0.013363628,0.018550645,0.012720361,0.013821961,0.013017402,0.01127542,0.016451562,0.011664854,0.00696012,0.008606471,0.010901591,0.009909948,0.011038197,0.01104289,0.01131784,0.008112641,0.010433041,0.015418747,0.011921149,0.013352013,0.020502766,0.020017572,0.013418301,0.009994788,0.014291371,0.011762658,0.015229815,0.027609747,0.01550391,0.012155189,0.009174543,0.013222922,0.027782592,0.008526728,0.009871619,0.012409758,0.008247792,0.015403109,0.021658267,0.020743149,0.01296394,0.014078323,0.013684823,0.012065416,0.01995527,0.007994246,0.010420778,0.008364416,0.013622939,0.027877662,0.010555659,0.01151937,0.014008578,0.014496268,0.011380782,0.014316874,0.022399719,0.075904333,0.013737368,0.011056231,0.010144167,0.009321501,0.008363261,0.013958019,0.007252111,0.0073065,0.023825446,0.007475903,0.007935122,0.007580597,0.008334506,0.017101367,0.018867165,0.014731807,0.008072881,0.0081869,0.005855732,0.010259423,0.013512698,0.008965698,0.008730723,0.022516931,0.013231055,0.010493627,0.017937722,0.015873112,1,0.007679725,0.021619083,0.728361785,0.014557317,0.01593002,0.010033132,0.008294957,0.024181,0.020405056,0.010395338,0.011867291,0.017797227,0.010737531,0.010826797,0.009630313,0.02545304,0.011203941,0.008963479,0.012552464,0.023031012,0.017894504,0.015894865,0.015168198,0.004988322,0.016083788,0.023612194,0.021391244,0.011066974,0.013358579,0.017381449,0.010798378,0.020265244,0.02599715,0.010693131,0.018280278,0.024706038,0.007888447,0.014434169,0.012224573,0.013252068,0.022803119,0.016343217,0.01112849,0.011985221,0.015127444,0.025549993,0.026118312,0.011132595,0.023126915,0.014870785,0.011519533,0.018260213,0.00710377,0.008846497,0.009094534,0.019257171,0.008099773,0.016267323,0.015917749,0.020975924,0.012377847,0.012595526,0.010936881,0.022328465,0.025173363,0.025802731,0.014419408,0.011770564,0.01170819,0.02487387,0.010422164,0.014149812,0.007883695,0.007180303,0.010218858,0.015775726,0.010923633,0.011097531,0.006965673,0.01143548,0.014578525
Q5XXA6,0.01437462,0.010445037,0.012052645,0.015034377,0.008722001,0.018887855,0.014259017,0.01710265,0.007994154,0.014665579,0.012527295,0.006953414,0.016727651,0.011941645,0.017611047,0.01096141,0.014421475,0.010849841,0.010789115,0.01717889,0.010801044,0.015450347,0.007705232,0.01004656,0.01474853,0.016093857,0.015142746,0.016772607,0.012689791,0.010294284,0.014419433,0.016213143,0.011459065,0.011817161,0.014617086,0.015510368,0.005625909,0.012495975,0.009621713,0.014545415,0.012003707,0.011501112,0.01393148,0.012228315,0.013057739,0.01252872,0.01286199,0.013671156,0.011276545,0.011170939,0.01338829,0.012023433,0.013307343,0.013462113,0.009762531,0.012680608,0.011077938,0.014230383,0.011054577,0.009693208,0.013696385,0.015260273,0.012714249,0.018218663,0.012500929,0.016850948,0.016579372,0.013318566,0.012050648,0.015176701,0.011387182,0.012631759,0.014347196,0.011498326,0.018014655,0.011781256,0.011425121,0.011828139,0.013669161,0.014537162,0.013042827,0.013143942,0.015298117,0.017892843,0.015224528,0.018832015,0.015639746,0.01574642,0.006764821,0.010338841,0.009436499,0.014535842,0.009305098,0.013656212,0.011823045,0.013177338,0.017539969,0.011329501,0.012362892,0.014788982,0.009737832,0.007108999,0.010014507,0.009371836,0.01276456,0.008444925,0.016163717,0.009542207,0.009742247,0.009482699,0.012104726,0.006548443,0.007962409,0.00672297,0.012220702,0.014860543,0.012069567,0.007613294,0.012111747,0.006124243,0.013619869,0.011275783,0.012161709,0.011283822,0.015220119,0.014435172,0.010215909,0.017545237,0.011524289,0.007679725,1,0.011753478,0.009879438,0.011548902,0.018849243,0.011162973,0.012096341,0.014605054,0.015646586,0.010739827,0.015288469,0.014295638,0.01141336,0.018540385,0.012771166,0.013070461,0.011110669,0.010406468,0.019603665,0.015748425,0.011376927,0.015117653,0.013354292,0.007658225,0.014988974,0.012225206,0.015364643,0.012899581,0.01573719,0.014305407,0.009813284,0.015836818,0.012022207,0.012177232,0.015142785,0.012327187,0.013947584,0.015753718,0.0095937,0.013075219,0.012412694,0.012372376,0.012523999,0.013006981,0.008989263,0.014022387,0.012278671,0.010236568,0.015062201,0.011832467,0.009832034,0.010516783,0.016556957,0.008512613,0.01056248,0.011983889,0.008244927,0.013192792,0.020814123,0.010659203,0.014322597,0.010640199,0.011953755,0.01383145,0.01188225,0.011032568,0.014327883,0.012125981,0.007705912,0.013211655,0.011834903,0.009104522,0.010052714,0.014612147,0.014561084,0.009605707,0.018942338,0.012221242,0.012551022,0.014928603,0.018643939
Q6PIU1,0.016249879,0.01315326,0.016957888,0.012229714,0.018666959,0.020269092,0.038195625,0.016776418,0.011612223,0.015055531,0.042169977,0.024480979,0.057120637,0.061023414,0.017768048,0.010936122,0.024577583,0.025936205,0.02014584,0.016474809,0.011725348,0.038066795,0.023441145,0.028053247,0.015643398,0.018014866,0.015499135,0.019897029,0.01479743,0.015903892,0.016703021,0.227115135,0.218998785,0.018351461,0.01545735,0.015376859,0.009707507,0.207532377,0.209849563,0.202535455,0.015680503,0.017382899,0.015708503,0.012857787,0.018588182,0.026257236,0.01572231,0.017149158,0.0178585,0.015135877,0.01925321,0.025722062,0.030269512,0.014989525,0.018148277,0.015208594,0.018923834,0.021277645,0.021078388,0.013287585,0.016740121,0.016038898,0.014479369,0.018089083,0.018000088,0.024408799,0.018708394,0.013735948,0.014941059,0.02265337,0.235234657,0.015274848,0.013560046,0.018539604,0.017310063,0.07870775,0.015538013,0.013981387,0.015527541,0.011899163,0.013385479,0.072217488,0.03566995,0.034567967,0.020213949,0.023005515,0.017811012,0.021518996,0.019438285,0.026912418,0.02612528,0.013264305,0.223486432,0.022939354,0.013719019,0.018556731,0.024107811,0.013661339,0.012522395,0.232164184,0.037047569,0.030739277,0.009653688,0.015779867,0.017319072,0.010574615,0.026468625,0.023072298,0.02323655,0.189292482,0.024258916,0.010570431,0.009991406,0.010477939,0.023342311,0.294684229,0.022272291,0.012055541,0.011114373,0.007234159,0.024189331,0.014140607,0.027427905,0.020113599,0.225100583,0.014241888,0.012880704,0.019668839,0.021944697,0.021619083,0.011753478,1,0.024547637,0.022254546,0.031838688,0.0138238,0.010204204,0.031733391,0.052626611,0.010584378,0.017015264,0.03286311,0.032798383,0.016998839,0.017718025,0.293565934,0.017616701,0.012468448,0.02243468,0.283080743,0.313419399,0.018069139,0.01483224,0.007716984,0.027869215,0.037398021,0.292200435,0.019615063,0.019415484,0.317531989,0.032769758,0.036300151,0.21689109,0.010859123,0.021344986,0.223487591,0.025762957,0.015240977,0.014694231,0.018217043,0.355534651,0.019480538,0.01580243,0.01447043,0.035939256,0.048088815,0.276558978,0.019818109,0.031939063,0.063664465,0.03211644,0.232901687,0.026770239,0.010855731,0.011119123,0.215914877,0.023019005,0.026385736,0.025990953,0.042167123,0.013527155,0.015146723,0.029142235,0.287888548,0.29016986,0.207377173,0.022981723,0.017814166,0.024028768,0.36565326,0.015315845,0.026461284,0.010662663,0.025660972,0.019308507,0.022997324,0.021821492,0.013451596,0.024017735,0.017629024,0.017516629
